Month,Campaign,Clicks,CTR,Cost,Conversions
5/2016,MS Leadership,5,0.0196,106.11,0
5/2016,MS Leadership,6,0.0074,91.13,0
5/2016,MS Leadership,7,0.0093,110.1,0
5/2016,MS Leadership,7,0.0057,117.3,0
5/2016,MS Leadership,7,0.0128,109.94,1
5/2016,MS Leadership,6,0.0092,105.56,1
5/2016,MS Leadership,7,0.0053,110.23,1
5/2016,MS Leadership,10,0.0065,119.99,0
5/2016,MS Leadership,8,0.0047,112.26,1
5/2016,MS Leadership,8,0.0065,111.24,0
5/2016,MS Leadership,7,0.0083,100.44,0
4/2016,MS Leadership,5,0.0085,54.72,1
4/2016,MS Leadership,7,0.0045,102.95,0
4/2016,MS Leadership,8,0.0053,105.59,0
4/2016,MS Leadership,8,0.0089,114.94,0
4/2016,MS Leadership,8,0.0044,110.69,0
4/2016,MS Leadership,7,0.0106,111.63,0
4/2016,MS Leadership,7,0.0091,102.59,1
4/2016,MS Leadership,7,0.0129,117.07,1
4/2016,MS Leadership,9,0.0085,114.22,0
4/2016,MS Leadership,8,0.018,115.95,1
4/2016,MS Leadership,9,0.0069,119.95,0
4/2016,MS Leadership,8,0.0045,107.04,0
4/2016,MS Leadership,8,0.0069,119.4,1
4/2016,MS Leadership,3,0.0238,44.32,1
4/2016,MS Leadership,2,0.0118,27.54,0
4/2016,MS Leadership,4,0.0141,107.14,0
4/2016,MS Leadership,5,0.0167,108.83,0
4/2016,MS Leadership,4,0.0851,112.55,0
4/2016,MS Leadership,4,0.087,105.28,1
4/2016,MS Leadership,2,0.006,45.97,0
4/2016,MS Leadership,5,0.0132,98.11,0
4/2016,MS Leadership,8,0.0277,114.24,0
4/2016,MS Leadership,6,0.0185,126.07,0
4/2016,MS Leadership,5,0.0286,114.68,0
4/2016,MS Leadership,4,0.0074,103.72,0
4/2016,MS Leadership,3,0.0086,55.78,0
4/2016,MS Leadership,5,0.0189,129.05,0
4/2016,MS Leadership,5,0.0139,84.13,0
3/2016,MS Leadership,6,0.025,94.08,0
3/2016,MS Leadership,5,0.0382,136.98,0
3/2016,MS Leadership,4,0.1818,75.74,2
3/2016,MS Leadership,3,0.0203,72.42,0
3/2016,MS Leadership,3,0.0174,75,0
3/2016,MS Leadership,3,0.0536,71.14,0
3/2016,MS Leadership,2,0.0083,33.16,0
3/2016,MS Leadership,4,0.0148,66.13,0
3/2016,MS Leadership,3,0.0361,83.53,0
3/2016,MS Leadership,4,0.0465,83.83,0
3/2016,MS Leadership,3,0.0183,83.55,1
3/2016,MS Leadership,3,0.0411,77.38,0
3/2016,MS Leadership,3,0.0203,74.03,1
3/2016,MS Leadership,4,0.0315,77.51,0
3/2016,MS Leadership,4,0.0171,65.58,0
3/2016,MS Leadership,3,0.037,83.35,0
3/2016,MS Leadership,3,0.0242,73.29,0
3/2016,MS Leadership,5,0.098,81.71,0
3/2016,MS Leadership,3,0.0411,79.99,0
3/2016,MS Leadership,3,0.0174,81.13,0
3/2016,MS Leadership,3,0.0136,32.53,1
3/2016,MS Leadership,4,0.0136,57.97,1
3/2016,MS Leadership,3,0.0138,80.71,0
3/2016,MS Leadership,3,0.0207,73.35,0
3/2016,MS Leadership,3,0.0448,73.76,0
3/2016,MS Leadership,1,0.005,16.07,0
3/2016,MS Leadership,2,0.0129,62.26,0
3/2016,MS Leadership,4,0.0421,77.64,0
3/2016,MS Leadership,5,0.0191,61.1,0
3/2016,MS Leadership,4,0.0312,75.07,0
3/2016,MS Leadership,3,0.0195,83.87,0
2/2016,MS Leadership,5,0.0625,67.18,0
2/2016,MS Leadership,3,0.0577,78.08,0
2/2016,MS Leadership,3,0.0278,76.54,0
2/2016,MS Leadership,6,0.0194,82.73,0
2/2016,MS Leadership,3,0.007,35.5,0
2/2016,MS Leadership,4,0.023,76.33,0
2/2016,MS Leadership,4,0.0197,82.98,1
2/2016,MS Leadership,2,0.0116,69.38,1
2/2016,MS Leadership,4,0.0196,82.15,0
2/2016,MS Leadership,3,0.0244,75.52,0
2/2016,MS Leadership,3,0.01,58.45,0
2/2016,MS Leadership,4,0.012,42.9,1
2/2016,MS Leadership,3,0.0078,73.32,0
2/2016,MS Leadership,4,0.0216,75.36,0
2/2016,MS Leadership,4,0.0288,72.79,0
2/2016,MS Leadership,4,0.0132,82.14,1
2/2016,MS Leadership,4,0.022,74.47,0
2/2016,MS Leadership,1,0.0036,18.15,0
2/2016,MS Leadership,3,0.0144,83.63,0
2/2016,MS Leadership,3,0.0129,77.06,0
2/2016,MS Leadership,4,0.0075,83.56,0
2/2016,MS Leadership,6,0.0303,83.94,0
2/2016,MS Leadership,4,0.0238,81.73,0
2/2016,MS Leadership,4,0.043,73.61,1
2/2016,MS Leadership,5,0.0144,80.43,0
2/2016,MS Leadership,4,0.012,82.52,0
2/2016,MS Leadership,4,0.0377,91.5,0
2/2016,MS Leadership,4,0.0102,82.71,0
2/2016,MS Leadership,5,0.0125,83.25,0
1/2016,MS Leadership,1,0.0167,5.28,0
1/2016,MS Leadership,2,0.0141,56.2,0
1/2016,MS Leadership,2,0.0211,45.24,0
1/2016,MS Leadership,2,0.0159,54.79,0
1/2016,MS Leadership,3,0.0103,59.06,0
1/2016,MS Leadership,3,0.0337,52.74,0
1/2016,MS Leadership,4,0.0069,82.93,1
1/2016,MS Leadership,3,0.019,54.38,0
1/2016,MS Leadership,3,0.0122,56.91,0
1/2016,MS Leadership,3,0.0115,69.33,0
1/2016,MS Leadership,3,0.0125,69.51,0
1/2016,MS Leadership,4,0.0156,77.12,0
1/2016,MS Leadership,5,0.0153,99.16,1
1/2016,MS Leadership,3,0.0054,68.48,0
1/2016,MS Leadership,3,0.0051,82.45,0
1/2016,MS Leadership,3,0.024,67.4,0
1/2016,MS Leadership,4,0.0099,78.04,0
1/2016,MS Leadership,4,0.008,72.88,1
1/2016,MS Leadership,4,0.0039,71.43,1
1/2016,MS Leadership,4,0.0081,82.55,0
1/2016,MS Leadership,4,0.0056,73.23,0
1/2016,MS Leadership,3,0.0309,74.59,1
1/2016,MS Leadership,4,0.0069,56.79,0
1/2016,MS Leadership,3,0.014,73.65,0
1/2016,MS Leadership,4,0.0086,73.35,0
1/2016,MS Leadership,5,0.006,78.41,0
1/2016,MS Leadership,5,0.0171,93.96,1
1/2016,MS Leadership,4,0.0073,84,0
1/2016,MS Leadership,3,0.0429,77.18,0
1/2016,MS Leadership,3,0.0056,79.24,0
1/2016,MS Leadership,4,0.0417,80.84,0
12/2015,MS Leadership,1,0.0312,18.25,0
12/2015,MS Leadership,2,0.0073,38.71,0
12/2015,MS Leadership,3,0.0109,38.61,0
12/2015,MS Leadership,3,0.0169,56.29,2
12/2015,MS Leadership,2,0.012,59.06,0
12/2015,MS Leadership,3,0.0213,68.42,1
12/2015,MS Leadership,3,0.024,57.71,0
12/2015,MS Leadership,2,0.0213,58.93,0
12/2015,MS Leadership,2,0.0121,47.87,0
12/2015,MS Leadership,4,0.0143,63.68,1
12/2015,MS Leadership,5,0.0077,75.1,0
12/2015,MS Leadership,3,0.0117,77.67,1
12/2015,MS Leadership,4,0.0588,63.02,0
12/2015,MS Leadership,3,0.0117,79.74,0
12/2015,MS Leadership,4,0.0193,83.6,0
12/2015,MS Leadership,3,0.0047,77.04,1
12/2015,MS Leadership,5,0.0116,75.24,0
12/2015,MS Leadership,4,0.008,77.3,1
12/2015,MS Leadership,4,0.0062,84.8,2
12/2015,MS Leadership,3,0.0124,68.18,0
12/2015,MS Leadership,5,0.0079,82.57,0
12/2015,MS Leadership,4,0.0108,79.62,1
12/2015,MS Leadership,5,0.007,81.39,0
12/2015,MS Leadership,5,0.0096,82.98,0
12/2015,MS Leadership,5,0.0159,73.75,0
12/2015,MS Leadership,4,0.0068,79.38,0
12/2015,MS Leadership,4,0.0077,66.43,0
12/2015,MS Leadership,3,0.0077,67.49,0
12/2015,MS Leadership,4,0.0078,80.67,0
12/2015,MS Leadership,4,0.0132,82.46,0
12/2015,MS Leadership,4,0.0121,78.97,0
11/2015,MS Leadership,4,0.0086,83.46,1
11/2015,MS Leadership,2,0.0041,53.6,0
11/2015,MS Leadership,4,0.0234,83.73,0
11/2015,MS Leadership,1,0.003,20.37,0
11/2015,MS Leadership,4,0.0185,77.4,1
11/2015,MS Leadership,3,0.007,40.75,0
11/2015,MS Leadership,4,0.0085,82.53,0
11/2015,MS Leadership,3,0.0049,57.9,0
11/2015,MS Leadership,4,0.0118,70.57,0
11/2015,MS Leadership,4,0.0144,82.09,0
11/2015,MS Leadership,1,0.002,17.81,0
11/2015,MS Leadership,3,0.0053,70.75,0
11/2015,MS Leadership,2,0.0029,56.76,0
11/2015,MS Leadership,1,0.0015,14.3,1
11/2015,MS Leadership,3,0.0045,56.8,0
11/2015,MS Leadership,2,0.0048,31.32,0
11/2015,MS Leadership,2,0.0056,39.2,0
11/2015,MS Leadership,4,0.0108,83.32,0
11/2015,MS Leadership,3,0.0081,70.62,0
11/2015,MS Leadership,5,0.0186,81.75,0
11/2015,MS Leadership,3,0.0046,72.29,0
11/2015,MS Leadership,5,0.0078,70.07,2
11/2015,MS Leadership,2,0.0052,47.47,0
11/2015,MS Leadership,0,0,0,0
11/2015,MS Leadership,3,0.0244,52.9,0
11/2015,MS Leadership,3,0.0067,63.01,0
11/2015,MS Leadership,1,0.0016,27.24,0
11/2015,MS Leadership,3,0.0115,52.79,0
11/2015,MS Leadership,4,0.0057,86.69,0
11/2015,MS Leadership,3,0.0115,65.32,1
10/2015,MS Leadership,4,0.013,58.29,0
10/2015,MS Leadership,1,0.0018,12.79,0
10/2015,MS Leadership,0,0,0,0
10/2015,MS Leadership,3,0.0057,67.2,0
10/2015,MS Leadership,4,0.0199,70.7,1
10/2015,MS Leadership,4,0.0078,58.97,0
10/2015,MS Leadership,3,0.0072,61.17,0
10/2015,MS Leadership,0,0,0,0
10/2015,MS Leadership,3,0.0107,59.04,1
10/2015,MS Leadership,4,0.0225,64.32,1
10/2015,MS Leadership,3,0.005,64.65,0
10/2015,MS Leadership,5,0.0055,66.91,0
10/2015,MS Leadership,4,0.0056,57.86,2
10/2015,MS Leadership,3,0.0076,57.99,0
10/2015,MS Leadership,3,0.011,68.6,0
10/2015,MS Leadership,4,0.0114,61.68,0
10/2015,MS Leadership,3,0.0035,57.33,0
10/2015,MS Leadership,5,0.0092,70.44,0
10/2015,MS Leadership,6,0.0078,70.84,0
10/2015,MS Leadership,5,0.0098,76.57,1
10/2015,MS Leadership,0,0,0,0
10/2015,MS Leadership,2,0.0041,31.75,0
10/2015,MS Leadership,4,0.0195,59.96,0
10/2015,MS Leadership,3,0.0067,69.05,0
10/2015,MS Leadership,5,0.0051,62.85,1
10/2015,MS Leadership,3,0.0069,64.41,0
10/2015,MS Leadership,3,0.0046,62.46,1
10/2015,MS Leadership,3,0.0077,60.85,0
10/2015,MS Leadership,3,0.0053,58.56,0
10/2015,MS Leadership,3,0.0133,63.34,0
10/2015,MS Leadership,4,0.0061,56.03,0
9/2015,MS Leadership,4,0.0292,47.68,0
9/2015,MS Leadership,3,0.0111,50.98,0
9/2015,MS Leadership,4,0.0142,70.67,0
9/2015,MS Leadership,4,0.0183,70.25,0
9/2015,MS Leadership,2,0.0036,43.57,0
9/2015,MS Leadership,4,0.0137,61.95,1
9/2015,MS Leadership,4,0.0111,64.07,0
9/2015,MS Leadership,4,0.0056,70.63,0
9/2015,MS Leadership,3,0.0037,57.42,0
9/2015,MS Leadership,4,0.015,57.03,0
9/2015,MS Leadership,2,0.0124,49.69,0
9/2015,MS Leadership,2,0.004,36.21,0
9/2015,MS Leadership,3,0.0127,53.41,0
9/2015,MS Leadership,3,0.0178,59.26,0
9/2015,MS Leadership,3,0.0115,52.32,0
9/2015,MS Leadership,4,0.0067,58.99,0
9/2015,MS Leadership,3,0.0088,53.07,0
9/2015,MS Leadership,3,0.0085,56.21,0
9/2015,MS Leadership,2,0.0068,36.41,0
9/2015,MS Leadership,3,0.0073,50.33,0
9/2015,MS Leadership,3,0.0113,53.94,0
9/2015,MS Leadership,3,0.0165,55.47,0
9/2015,MS Leadership,4,0.007,75.53,0
9/2015,MS Leadership,3,0.0142,44.32,0
9/2015,MS Leadership,3,0.0085,47.79,0
9/2015,MS Leadership,2,0.005,49.58,0
9/2015,MS Leadership,4,0.0081,45.73,0
9/2015,MS Leadership,4,0.0067,59.42,0
9/2015,MS Leadership,3,0.0323,59.45,0
9/2015,MS Leadership,5,0.005,59.03,0
8/2015,MS Leadership,2,0.012,6.85,1
8/2015,MS Leadership,2,0.0286,33.87,1
8/2015,MS Leadership,1,0.0033,37.92,0
8/2015,MS Leadership,2,0.0202,24.08,0
8/2015,MS Leadership,2,0.0357,44.62,0
8/2015,MS Leadership,2,0.0054,33.31,0
8/2015,MS Leadership,2,0.0177,53.41,0
8/2015,MS Leadership,2,0.0476,50.12,0
8/2015,MS Leadership,2,0.0048,44.49,0
8/2015,MS Leadership,2,0.0256,48.3,0
8/2015,MS Leadership,2,0.0172,47.03,0
8/2015,MS Leadership,3,0.0085,53.99,0
8/2015,MS Leadership,3,0.007,54.18,0
8/2015,MS Leadership,2,0.026,47.28,0
8/2015,MS Leadership,3,0.007,65.31,0
8/2015,MS Leadership,4,0.0513,53.14,0
8/2015,MS Leadership,3,0.0066,53.59,0
8/2015,MS Leadership,3,0.0139,51.75,0
8/2015,MS Leadership,3,0.0095,53.18,1
8/2015,MS Leadership,2,0.0042,45.53,0
8/2015,MS Leadership,3,0.0199,53.41,0
8/2015,MS Leadership,3,0.0214,59.02,0
8/2015,MS Leadership,2,0.0097,56.67,0
8/2015,MS Leadership,2,0.0068,46.37,0
8/2015,MS Leadership,3,0.015,59.32,0
8/2015,MS Leadership,3,0.0082,73.49,0
8/2015,MS Leadership,3,0.0246,56.33,0
8/2015,MS Leadership,3,0.0123,55.28,0
8/2015,MS Leadership,4,0.008,59.28,1
8/2015,MS Leadership,4,0.0221,57.8,0
8/2015,MS Leadership,4,0.0087,59.42,1
7/2015,MS Leadership,1,0.1429,16.33,0
7/2015,MS Leadership,2,0.0127,34.27,0
7/2015,MS Leadership,3,0.0069,37.63,0
7/2015,MS Leadership,2,0.004,42.56,1
7/2015,MS Leadership,4,0.0167,56.2,0
7/2015,MS Leadership,3,0.0056,45.49,0
7/2015,MS Leadership,4,0.0088,57.12,0
7/2015,MS Leadership,3,0.0133,42.92,0
7/2015,MS Leadership,5,0.0043,67.96,0
7/2015,MS Leadership,4,0.0132,59.11,0
7/2015,MS Leadership,3,0.0022,59.82,0
7/2015,MS Leadership,4,0.0057,58.09,0
7/2015,MS Leadership,3,0.0051,52.86,0
7/2015,MS Leadership,3,0.003,59.29,0
7/2015,MS Leadership,4,0.0077,48.83,0
7/2015,MS Leadership,3,0.0036,54.6,0
7/2015,MS Leadership,4,0.0044,59.87,0
7/2015,MS Leadership,3,0.0158,53.38,0
7/2015,MS Leadership,6,0.0031,88.18,0
7/2015,MS Leadership,5,0.0035,91.65,0
7/2015,MS Leadership,2,0.0016,29.4,0
7/2015,MS Leadership,5,0.0087,85.97,0
7/2015,MS Leadership,6,0.0154,92.25,0
7/2015,MS Leadership,6,0.0193,92.71,0
7/2015,MS Leadership,8,0.0104,114.09,0
7/2015,MS Leadership,7,0.0051,114.26,0
7/2015,MS Leadership,4,0.0029,57.3,0
7/2015,MS Leadership,6,0.014,104.68,0
7/2015,MS Leadership,8,0.0193,108.25,0
7/2015,MS Leadership,7,0.0052,107.31,1
7/2015,MS Leadership,5,0.0042,108.07,0
9/2016,MS Legal Studies,38,0.0219,417.17,5
9/2016,MS Legal Studies,37,0.0228,349.85,4
9/2016,MS Legal Studies,21,0.0214,215.79,4
9/2016,MS Legal Studies,20,0.0222,185.78,1
9/2016,MS Legal Studies,38,0.0284,372.96,1
9/2016,MS Legal Studies,37,0.0232,405.87,4
9/2016,MS Legal Studies,29,0.0186,335.19,5
9/2016,MS Legal Studies,31,0.0186,346.22,3
9/2016,MS Legal Studies,31,0.0312,373.7,3
9/2016,MS Legal Studies,22,0.0275,188.22,0
9/2016,MS Legal Studies,11,0.014,108.56,1
9/2016,MS Legal Studies,29,0.0301,352.37,1
9/2016,MS Legal Studies,32,0.0226,341.77,6
8/2016,MS Legal Studies,24,0.0172,231.08,3
8/2016,MS Legal Studies,37,0.0236,340.11,6
8/2016,MS Legal Studies,32,0.0244,350.58,3
8/2016,MS Legal Studies,14,0.0153,149.4,2
8/2016,MS Legal Studies,21,0.0255,131.34,2
8/2016,MS Legal Studies,20,0.0192,176.97,3
8/2016,MS Legal Studies,33,0.0234,312.37,6
8/2016,MS Legal Studies,28,0.0182,241.54,8
8/2016,MS Legal Studies,27,0.0169,243.7,4
8/2016,MS Legal Studies,26,0.0174,242.95,3
8/2016,MS Legal Studies,16,0.0187,127.68,1
8/2016,MS Legal Studies,21,0.0303,196.76,2
8/2016,MS Legal Studies,16,0.0145,141.9,2
8/2016,MS Legal Studies,27,0.0214,231.93,3
8/2016,MS Legal Studies,34,0.027,281.9,2
8/2016,MS Legal Studies,46,0.0278,417.48,7
8/2016,MS Legal Studies,46,0.0332,283.66,4
8/2016,MS Legal Studies,15,0.0366,152.67,1
8/2016,MS Legal Studies,21,0.0215,307.57,2
8/2016,MS Legal Studies,32,0.0327,378.43,6
8/2016,MS Legal Studies,32,0.0302,379.87,4
8/2016,MS Legal Studies,22,0.0193,257.59,2
8/2016,MS Legal Studies,21,0.0203,276.42,0
8/2016,MS Legal Studies,14,0.0189,197.4,0
8/2016,MS Legal Studies,14,0.0206,218.78,1
8/2016,MS Legal Studies,13,0.015,159.45,0
8/2016,MS Legal Studies,31,0.0261,359.07,5
8/2016,MS Legal Studies,25,0.0195,309.43,1
8/2016,MS Legal Studies,30,0.0253,311.85,5
8/2016,MS Legal Studies,22,0.018,317.44,3
7/2016,MS Legal Studies,22,0.0271,241.59,3
7/2016,MS Legal Studies,10,0.0145,170.09,0
7/2016,MS Legal Studies,34,0.0336,351.28,5
7/2016,MS Legal Studies,28,0.025,316.5,3
7/2016,MS Legal Studies,31,0.0301,394.43,8
7/2016,MS Legal Studies,32,0.0253,408.22,5
7/2016,MS Legal Studies,32,0.021,406.87,1
7/2016,MS Legal Studies,25,0.024,325.93,5
7/2016,MS Legal Studies,25,0.0266,359.65,3
7/2016,MS Legal Studies,28,0.023,354.56,3
7/2016,MS Legal Studies,34,0.0261,400.43,3
7/2016,MS Legal Studies,31,0.0248,411.01,6
7/2016,MS Legal Studies,34,0.0295,413.32,3
7/2016,MS Legal Studies,28,0.0198,322.33,2
7/2016,MS Legal Studies,19,0.0215,248.09,2
7/2016,MS Legal Studies,18,0.0208,233.43,3
7/2016,MS Legal Studies,28,0.0245,364.8,2
7/2016,MS Legal Studies,13,0.0142,135.92,0
7/2016,MS Legal Studies,32,0.0261,374.24,2
7/2016,MS Legal Studies,26,0.0244,377.58,2
7/2016,MS Legal Studies,31,0.0216,375.59,5
7/2016,MS Legal Studies,24,0.0209,296.08,1
7/2016,MS Legal Studies,24,0.0261,342.62,0
7/2016,MS Legal Studies,26,0.0286,362.97,6
7/2016,MS Legal Studies,27,0.0255,355.71,0
7/2016,MS Legal Studies,29,0.0211,373.32,3
7/2016,MS Legal Studies,31,0.0213,364.09,5
7/2016,MS Legal Studies,28,0.0296,305.04,1
7/2016,MS Legal Studies,21,0.0238,257.14,1
7/2016,MS Legal Studies,24,0.0282,305.81,3
7/2016,MS Legal Studies,29,0.0328,341.12,4
6/2016,MS Legal Studies,30,0.025,357.88,3
6/2016,MS Legal Studies,27,0.0318,359.94,4
6/2016,MS Legal Studies,5,0.0568,59.29,1
6/2016,MS Legal Studies,20,0.0159,291.3,4
6/2016,MS Legal Studies,16,0.0193,197.44,0
6/2016,MS Legal Studies,25,0.0381,329.63,2
6/2016,MS Legal Studies,20,0.0256,275.31,2
6/2016,MS Legal Studies,21,0.0203,286.95,1
6/2016,MS Legal Studies,24,0.0185,344.08,1
6/2016,MS Legal Studies,26,0.019,314.81,1
6/2016,MS Legal Studies,23,0.0203,361.01,2
6/2016,MS Legal Studies,18,0.0228,237.48,3
6/2016,MS Legal Studies,26,0.0334,328.07,1
6/2016,MS Legal Studies,15,0.0148,210.45,3
6/2016,MS Legal Studies,24,0.023,328.01,5
6/2016,MS Legal Studies,26,0.0242,342.32,2
6/2016,MS Legal Studies,25,0.0203,351.95,3
6/2016,MS Legal Studies,21,0.0185,298.45,4
6/2016,MS Legal Studies,10,0.0127,134.68,0
6/2016,MS Legal Studies,12,0.0168,172.3,0
6/2016,MS Legal Studies,23,0.0224,313.16,5
6/2016,MS Legal Studies,17,0.0145,271.93,1
6/2016,MS Legal Studies,33,0.0295,406.59,6
6/2016,MS Legal Studies,21,0.0155,298.2,1
6/2016,MS Legal Studies,24,0.0173,292.16,4
6/2016,MS Legal Studies,18,0.0183,220.11,3
6/2016,MS Legal Studies,14,0.0187,166.23,3
6/2016,MS Legal Studies,27,0.0271,359.23,1
6/2016,MS Legal Studies,23,0.0233,293.14,3
6/2016,MS Legal Studies,3,0.0144,49.85,1
5/2016,MS Legal Studies,2,0.0333,9.55,0
5/2016,MS Legal Studies,2,0.0125,20.52,0
5/2016,MS Legal Studies,11,0.0126,142.51,1
5/2016,MS Legal Studies,17,0.0158,206.01,0
5/2016,MS Legal Studies,13,0.0094,162.32,3
5/2016,MS Legal Studies,23,0.0163,287.76,1
5/2016,MS Legal Studies,24,0.0167,295.72,2
5/2016,MS Legal Studies,27,0.0187,350.37,7
5/2016,MS Legal Studies,23,0.016,263.01,2
5/2016,MS Legal Studies,19,0.0172,225.72,0
5/2016,MS Legal Studies,24,0.0192,278.7,2
5/2016,MS Legal Studies,23,0.0255,324.33,2
5/2016,MS Legal Studies,22,0.0181,337.43,5
5/2016,MS Legal Studies,21,0.0172,334.65,0
5/2016,MS Legal Studies,12,0.0199,167.61,1
5/2016,MS Legal Studies,12,0.0188,155.17,2
5/2016,MS Legal Studies,12,0.0146,140.7,3
5/2016,MS Legal Studies,11,0.0123,143.53,1
5/2016,MS Legal Studies,12,0.0194,164.83,1
5/2016,MS Legal Studies,11,0.0134,167.19,0
5/2016,MS Legal Studies,13,0.0418,170.79,3
5/2016,MS Legal Studies,13,0.0168,173.84,1
5/2016,MS Legal Studies,13,0.0228,154.66,4
5/2016,MS Legal Studies,10,0.0219,149.41,0
5/2016,MS Legal Studies,13,0.0144,153.12,1
5/2016,MS Legal Studies,12,0.0161,160.66,1
5/2016,MS Legal Studies,14,0.0127,173.53,3
5/2016,MS Legal Studies,10,0.0124,133.49,3
5/2016,MS Legal Studies,10,0.0164,143.93,0
5/2016,MS Legal Studies,11,0.0229,127.35,0
4/2016,MS Legal Studies,7,0.0219,90.71,0
4/2016,MS Legal Studies,11,0.0426,135.18,2
4/2016,MS Legal Studies,15,0.0233,145.85,1
4/2016,MS Legal Studies,17,0.0301,136.88,0
4/2016,MS Legal Studies,17,0.0128,150.85,1
4/2016,MS Legal Studies,10,0.0172,82.49,0
4/2016,MS Legal Studies,9,0.0102,79.98,0
4/2016,MS Legal Studies,6,0.0252,85.11,2
4/2016,MS Legal Studies,13,0.024,82.09,1
4/2016,MS Legal Studies,14,0.0105,112,0
4/2016,MS Legal Studies,10,0.0134,108.3,0
4/2016,MS Legal Studies,14,0.0153,88.49,0
4/2016,MS Legal Studies,12,0.0085,93.21,0
4/2016,MS Legal Studies,7,0.0255,81.99,0
4/2016,MS Legal Studies,9,0.0111,83.15,2
4/2016,MS Legal Studies,9,0.0093,102.4,4
4/2016,MS Legal Studies,12,0.0056,84.49,1
4/2016,MS Legal Studies,9,0.0121,90.63,0
4/2016,MS Legal Studies,10,0.01,96.49,0
4/2016,MS Legal Studies,9,0.0165,91.3,0
4/2016,MS Legal Studies,8,0.0328,90.41,1
4/2016,MS Legal Studies,9,0.0297,82.05,1
4/2016,MS Legal Studies,9,0.0106,85.52,1
4/2016,MS Legal Studies,13,0.0225,91.91,0
4/2016,MS Legal Studies,10,0.0118,94.7,1
4/2016,MS Legal Studies,10,0.0124,83.4,0
4/2016,MS Legal Studies,10,0.0106,98.26,1
4/2016,MS Legal Studies,9,0.0078,89.59,0
4/2016,MS Legal Studies,9,0.0094,83.15,0
4/2016,MS Legal Studies,10,0.0143,83.86,2
9/2016,MS MPH,5,0.0036,93.99,1
9/2016,MS MPH,8,0.0061,109.57,1
9/2016,MS MPH,6,0.0073,132.57,1
9/2016,MS MPH,6,0.0071,111.7,1
9/2016,MS MPH,1,0.001,17.55,0
9/2016,MS MPH,6,0.0042,125.08,0
9/2016,MS MPH,4,0.0037,76.38,1
9/2016,MS MPH,6,0.0039,165.74,0
9/2016,MS MPH,3,0.0029,50.05,0
9/2016,MS MPH,5,0.0062,99.49,0
9/2016,MS MPH,3,0.004,59.75,0
9/2016,MS MPH,5,0.0045,90.32,0
9/2016,MS MPH,8,0.0047,134.26,0
8/2016,MS MPH,10,0.008,170.99,0
8/2016,MS MPH,8,0.0038,169.22,1
8/2016,MS MPH,9,0.0092,172.35,0
8/2016,MS MPH,1,0.0024,8.94,0
8/2016,MS MPH,8,0.0225,172.24,2
