Month,Campaign,Clicks,CTR,Cost,Conversions
6/2016,Master's in GIT,14,0.0275,138.44,0
6/2016,Master's in GIT,5,0.0196,57.41,0
6/2016,Master's in GIT,0,0,0,0
6/2016,Master's in GIT,10,0.0361,134.7,0
6/2016,Master's in GIT,10,0.0179,125.87,3
6/2016,Master's in GIT,6,0.0097,70.17,0
6/2016,Master's in GIT,9,0.0146,110.08,0
6/2016,Master's in GIT,12,0.0219,105.37,1
6/2016,Master's in GIT,5,0.0148,53.36,0
6/2016,Master's in GIT,5,0.0251,46.77,0
6/2016,Master's in GIT,4,0.0107,34.18,1
6/2016,Master's in GIT,6,0.0119,60.45,1
6/2016,Master's in GIT,4,0.0073,40.96,0
6/2016,Master's in GIT,11,0.0226,119.46,1
6/2016,Master's in GIT,3,0.0056,42.89,0
6/2016,Master's in GIT,4,0.0126,48.11,2
6/2016,Master's in GIT,7,0.0239,64.52,1
6/2016,Master's in GIT,8,0.0187,88.34,0
6/2016,Master's in GIT,7,0.0156,78.32,0
6/2016,Master's in GIT,1,0.0076,11.08,0
5/2016,Master's in GIT,0,0,0,0
5/2016,Master's in GIT,1,0.0238,12.43,0
5/2016,Master's in GIT,5,0.0176,49.14,0
5/2016,Master's in GIT,8,0.0229,96.96,1
5/2016,Master's in GIT,10,0.0177,102.36,2
5/2016,Master's in GIT,10,0.0182,94.14,0
5/2016,Master's in GIT,9,0.015,95.88,2
5/2016,Master's in GIT,11,0.0176,100.31,1
5/2016,Master's in GIT,13,0.0374,128.24,4
5/2016,Master's in GIT,3,0.0114,27.29,1
5/2016,Master's in GIT,13,0.0269,161.6,1
5/2016,Master's in GIT,12,0.0424,175.61,0
5/2016,Master's in GIT,12,0.018,122.39,1
5/2016,Master's in GIT,9,0.0135,97.58,0
5/2016,Master's in GIT,12,0.0186,126.17,3
5/2016,Master's in GIT,7,0.0205,65.11,1
5/2016,Master's in GIT,1,0.004,10.51,1
5/2016,Master's in GIT,7,0.0153,64.47,2
5/2016,Master's in GIT,8,0.0146,100.52,1
5/2016,Master's in GIT,6,0.0089,74.72,0
5/2016,Master's in GIT,11,0.0169,111.69,0
5/2016,Master's in GIT,14,0.0229,139.19,1
5/2016,Master's in GIT,4,0.0125,52.51,0
5/2016,Master's in GIT,6,0.0248,51.74,1
5/2016,Master's in GIT,8,0.0162,97.67,0
5/2016,Master's in GIT,9,0.0135,83.22,2
5/2016,Master's in GIT,9,0.0136,91.83,1
5/2016,Master's in GIT,10,0.0164,110.77,0
5/2016,Master's in GIT,6,0.0093,48.25,0
5/2016,Master's in GIT,7,0.0197,68.45,0
4/2016,Master's in GIT,4,0.0112,41,0
4/2016,Master's in GIT,13,0.0295,126.48,2
4/2016,Master's in GIT,11,0.0195,122.51,2
4/2016,Master's in GIT,10,0.0149,104.02,0
4/2016,Master's in GIT,13,0.0208,141.51,0
4/2016,Master's in GIT,9,0.0154,93.59,1
4/2016,Master's in GIT,6,0.0171,54.72,1
4/2016,Master's in GIT,5,0.0149,47.23,0
4/2016,Master's in GIT,5,0.0093,39.04,0
4/2016,Master's in GIT,6,0.0104,76.32,2
4/2016,Master's in GIT,8,0.0127,85.61,1
4/2016,Master's in GIT,11,0.0188,120.09,3
4/2016,Master's in GIT,7,0.012,101.97,2
4/2016,Master's in GIT,4,0.013,39.76,0
4/2016,Master's in GIT,0,0,0,0
4/2016,Master's in GIT,15,0.0345,141.93,0
4/2016,Master's in GIT,12,0.0147,127.15,1
4/2016,Master's in GIT,11,0.014,92.61,1
4/2016,Master's in GIT,10,0.0123,93.23,0
4/2016,Master's in GIT,11,0.0139,115.76,1
4/2016,Master's in GIT,4,0.0115,37.55,0
4/2016,Master's in GIT,4,0.0129,49.22,0
4/2016,Master's in GIT,4,0.0071,46.6,1
4/2016,Master's in GIT,11,0.0158,96.28,1
4/2016,Master's in GIT,8,0.0105,59.7,1
4/2016,Master's in GIT,11,0.016,106.01,3
4/2016,Master's in GIT,11,0.0176,144.9,3
4/2016,Master's in GIT,7,0.0223,76.05,2
4/2016,Master's in GIT,3,0.0099,41.97,0
4/2016,Master's in GIT,7,0.0118,78.04,0
3/2016,Master's in GIT,13,0.0274,142.73,2
3/2016,Master's in GIT,9,0.0133,100.48,1
3/2016,Master's in GIT,12,0.019,140,3
3/2016,Master's in GIT,16,0.0268,143.63,3
3/2016,Master's in GIT,6,0.0191,74.61,1
3/2016,Master's in GIT,6,0.0213,55.12,1
3/2016,Master's in GIT,12,0.0233,141,1
3/2016,Master's in GIT,9,0.0142,87.2,1
3/2016,Master's in GIT,13,0.0209,134.5,1
3/2016,Master's in GIT,8,0.0111,102.67,1
3/2016,Master's in GIT,11,0.0156,106.65,1
3/2016,Master's in GIT,2,0.0053,32.72,0
3/2016,Master's in GIT,3,0.0092,26.56,1
3/2016,Master's in GIT,12,0.0235,134.9,0
3/2016,Master's in GIT,12,0.0203,124.21,1
3/2016,Master's in GIT,7,0.0097,51.54,0
3/2016,Master's in GIT,7,0.0108,69.65,0
3/2016,Master's in GIT,13,0.021,112.76,1
3/2016,Master's in GIT,4,0.0095,47.44,0
3/2016,Master's in GIT,5,0.0142,65.55,2
3/2016,Master's in GIT,12,0.024,118.28,3
3/2016,Master's in GIT,15,0.0243,140.66,1
3/2016,Master's in GIT,12,0.0204,115.19,1
3/2016,Master's in GIT,11,0.0164,112.81,2
3/2016,Master's in GIT,10,0.0142,91.37,1
3/2016,Master's in GIT,12,0.0352,125.11,4
3/2016,Master's in GIT,2,0.0052,16.66,0
3/2016,Master's in GIT,9,0.0171,97.17,0
3/2016,Master's in GIT,12,0.0194,133.42,3
3/2016,Master's in GIT,14,0.0213,134.21,1
3/2016,Master's in GIT,8,0.0128,66.54,1
2/2016,Master's in GIT,11,0.017,110.49,0
2/2016,Master's in GIT,6,0.0192,71.71,2
2/2016,Master's in GIT,8,0.0291,99.93,1
2/2016,Master's in GIT,6,0.0112,55.86,1
2/2016,Master's in GIT,13,0.0302,141.76,3
2/2016,Master's in GIT,9,0.0136,109.15,0
2/2016,Master's in GIT,7,0.011,72.22,1
2/2016,Master's in GIT,10,0.0123,91.82,3
2/2016,Master's in GIT,4,0.0092,35.01,0
2/2016,Master's in GIT,8,0.0233,96.75,1
2/2016,Master's in GIT,9,0.0155,90.99,2
2/2016,Master's in GIT,9,0.0127,83.87,0
2/2016,Master's in GIT,10,0.0137,89.33,1
2/2016,Master's in GIT,9,0.0126,79.91,0
2/2016,Master's in GIT,7,0.0109,56.29,0
2/2016,Master's in GIT,8,0.0184,101.34,0
2/2016,Master's in GIT,3,0.008,27.26,0
2/2016,Master's in GIT,6,0.0079,74.79,1
2/2016,Master's in GIT,11,0.016,140.12,1
2/2016,Master's in GIT,8,0.0094,86.99,1
2/2016,Master's in GIT,11,0.0128,139.14,0
2/2016,Master's in GIT,13,0.0175,141.44,0
2/2016,Master's in GIT,3,0.0079,39.37,0
2/2016,Master's in GIT,10,0.0368,120.71,3
2/2016,Master's in GIT,11,0.0193,127.83,2
2/2016,Master's in GIT,11,0.0147,137.4,2
2/2016,Master's in GIT,11,0.0128,103.38,0
2/2016,Master's in GIT,5,0.0054,59.45,0
2/2016,Master's in GIT,13,0.0159,137.82,2
1/2016,Master's in GIT,7,0.0136,74.7,0
1/2016,Master's in GIT,7,0.0193,69.57,1
1/2016,Master's in GIT,13,0.0192,130.4,0
1/2016,Master's in GIT,13,0.016,138.71,0
1/2016,Master's in GIT,11,0.0129,110.87,1
1/2016,Master's in GIT,13,0.0141,119.87,2
1/2016,Master's in GIT,4,0.0051,41.83,0
1/2016,Master's in GIT,6,0.0115,57.2,1
1/2016,Master's in GIT,9,0.0192,80.32,2
1/2016,Master's in GIT,7,0.0097,79.16,1
1/2016,Master's in GIT,12,0.0154,143.25,2
1/2016,Master's in GIT,12,0.0136,141.71,0
1/2016,Master's in GIT,12,0.0134,124.3,1
1/2016,Master's in GIT,13,0.0183,130.89,1
1/2016,Master's in GIT,7,0.0165,85.26,0
1/2016,Master's in GIT,9,0.0253,118.78,0
1/2016,Master's in GIT,2,0.0028,7.68,0
1/2016,Master's in GIT,9,0.009,89.38,0
1/2016,Master's in GIT,10,0.0119,128.24,2
1/2016,Master's in GIT,12,0.0133,131.8,1
1/2016,Master's in GIT,11,0.0145,109.63,3
1/2016,Master's in GIT,4,0.008,44.16,0
1/2016,Master's in GIT,6,0.0139,71.49,0
1/2016,Master's in GIT,11,0.0184,138.22,2
1/2016,Master's in GIT,12,0.0145,136.06,1
1/2016,Master's in GIT,12,0.014,126.26,0
1/2016,Master's in GIT,10,0.0144,142.9,3
1/2016,Master's in GIT,9,0.0107,111.92,2
1/2016,Master's in GIT,7,0.0144,79.88,1
1/2016,Master's in GIT,5,0.015,65.43,0
1/2016,Master's in GIT,3,0.0111,35.7,0
12/2015,Master's in GIT,3,0.0079,47.23,0
12/2015,Master's in GIT,3,0.0052,20.8,0
12/2015,Master's in GIT,4,0.0077,34.88,1
12/2015,Master's in GIT,8,0.0125,91.17,1
12/2015,Master's in GIT,4,0.0115,45.87,0
12/2015,Master's in GIT,6,0.017,57.39,1
12/2015,Master's in GIT,0,0,0,0
12/2015,Master's in GIT,2,0.0095,19.55,0
12/2015,Master's in GIT,6,0.0142,67.19,1
12/2015,Master's in GIT,9,0.015,84.12,1
12/2015,Master's in GIT,5,0.0082,48.5,0
12/2015,Master's in GIT,1,0.0032,13.56,0
12/2015,Master's in GIT,7,0.0215,70.97,1
12/2015,Master's in GIT,5,0.0077,63.28,0
12/2015,Master's in GIT,3,0.0043,33.73,0
12/2015,Master's in GIT,13,0.0224,134.24,0
12/2015,Master's in GIT,15,0.0221,133.59,1
12/2015,Master's in GIT,12,0.019,113.18,4
12/2015,Master's in GIT,3,0.0082,17.47,0
12/2015,Master's in GIT,8,0.0248,89.71,1
12/2015,Master's in GIT,9,0.0261,115.13,0
12/2015,Master's in GIT,10,0.0133,110.87,0
12/2015,Master's in GIT,9,0.0107,104.34,0
12/2015,Master's in GIT,3,0.0035,33.43,1
12/2015,Master's in GIT,10,0.0174,112.73,1
12/2015,Master's in GIT,9,0.0194,108.84,2
12/2015,Master's in GIT,3,0.0073,39.37,1
12/2015,Master's in GIT,7,0.0104,78.33,1
12/2015,Master's in GIT,11,0.0103,112.36,2
12/2015,Master's in GIT,10,0.0095,97.68,2
12/2015,Master's in GIT,10,0.0072,115.07,0
11/2015,Master's in GIT,11,0.0099,119.2,1
11/2015,Master's in GIT,5,0.0072,38.44,0
11/2015,Master's in GIT,6,0.0108,67.54,0
11/2015,Master's in GIT,4,0.0065,41.75,0
11/2015,Master's in GIT,4,0.0085,41.79,0
11/2015,Master's in GIT,11,0.0141,97.3,1
11/2015,Master's in GIT,6,0.0061,60.33,1
11/2015,Master's in GIT,14,0.0123,121.26,0
11/2015,Master's in GIT,11,0.0175,116.73,2
11/2015,Master's in GIT,9,0.0144,93.85,0
11/2015,Master's in GIT,13,0.0152,125.78,0
11/2015,Master's in GIT,10,0.0176,107.04,2
11/2015,Master's in GIT,9,0.0093,99.77,0
11/2015,Master's in GIT,10,0.0091,134.46,0
11/2015,Master's in GIT,13,0.0103,131.9,0
11/2015,Master's in GIT,7,0.0104,78.24,0
11/2015,Master's in GIT,7,0.0139,57.01,2
11/2015,Master's in GIT,12,0.0167,110.2,0
11/2015,Master's in GIT,11,0.0094,126.62,2
11/2015,Master's in GIT,11,0.0105,114.36,1
11/2015,Master's in GIT,15,0.0126,131.94,2
11/2015,Master's in GIT,10,0.0194,107.24,3
11/2015,Master's in GIT,10,0.0237,106.72,1
11/2015,Master's in GIT,8,0.0197,85.61,1
11/2015,Master's in GIT,7,0.0095,67.83,0
11/2015,Master's in GIT,11,0.0099,103.31,2
11/2015,Master's in GIT,11,0.0105,101.62,0
11/2015,Master's in GIT,9,0.0097,70.73,1
11/2015,Master's in GIT,9,0.0144,106.16,0
11/2015,Master's in GIT,7,0.0241,91.59,0
10/2015,Master's in GIT,10,0.0405,114.31,0
10/2015,Master's in GIT,10,0.0351,106.62,0
10/2015,Master's in GIT,12,0.0159,101.9,1
10/2015,Master's in GIT,11,0.0125,98.65,1
10/2015,Master's in GIT,11,0.0152,108,0
10/2015,Master's in GIT,12,0.0146,104.81,0
10/2015,Master's in GIT,4,0.0085,47.35,0
10/2015,Master's in GIT,1,0.003,13,0
10/2015,Master's in GIT,5,0.0085,61.59,0
10/2015,Master's in GIT,11,0.0158,99.03,1
10/2015,Master's in GIT,9,0.0136,105.8,2
10/2015,Master's in GIT,10,0.017,107.28,1
10/2015,Master's in GIT,13,0.019,107.22,0
10/2015,Master's in GIT,1,0.0026,13.89,0
10/2015,Master's in GIT,2,0.006,15.2,0
10/2015,Master's in GIT,10,0.0159,91.24,1
10/2015,Master's in GIT,7,0.009,68.83,1
10/2015,Master's in GIT,9,0.0116,89.36,0
10/2015,Master's in GIT,8,0.0101,63.32,0
10/2015,Master's in GIT,9,0.0136,69.26,0
10/2015,Master's in GIT,7,0.0179,58.39,1
10/2015,Master's in GIT,3,0.0086,23.47,0
10/2015,Master's in GIT,9,0.0121,90.36,1
10/2015,Master's in GIT,10,0.0149,93.29,0
10/2015,Master's in GIT,9,0.0091,78.2,0
10/2015,Master's in GIT,11,0.0119,100.33,0
10/2015,Master's in GIT,10,0.0139,102.27,0
10/2015,Master's in GIT,8,0.0158,91.45,1
10/2015,Master's in GIT,8,0.0167,79.18,0
10/2015,Master's in GIT,9,0.0183,88.26,0
10/2015,Master's in GIT,10,0.0122,95.42,0
9/2015,Master's in GIT,13,0.0206,92.76,0
9/2015,Master's in GIT,10,0.0142,104.91,1
9/2015,Master's in GIT,13,0.0184,106.02,0
9/2015,Master's in GIT,5,0.0095,47.7,1
9/2015,Master's in GIT,8,0.0178,73.62,0
9/2015,Master's in GIT,9,0.013,99.3,0
9/2015,Master's in GIT,7,0.0085,81.98,2
9/2015,Master's in GIT,10,0.0138,102.93,0
9/2015,Master's in GIT,12,0.0151,97.06,3
9/2015,Master's in GIT,9,0.0071,100.89,0
9/2015,Master's in GIT,6,0.0049,80.83,0
9/2015,Master's in GIT,8,0.0105,94.06,0
9/2015,Master's in GIT,6,0.0036,63.82,0
9/2015,Master's in GIT,8,0.0057,98.94,1
9/2015,Master's in GIT,13,0.0102,104.47,0
9/2015,Master's in GIT,11,0.0071,116.13,1
9/2015,Master's in GIT,12,0.0092,107.26,1
9/2015,Master's in GIT,4,0.003,41.02,0
9/2015,Master's in GIT,10,0.0089,108.11,1
9/2015,Master's in GIT,11,0.0092,103.04,0
9/2015,Master's in GIT,13,0.0082,108.36,1
9/2015,Master's in GIT,11,0.0071,114.87,0
9/2015,Master's in GIT,11,0.0149,113.55,0
9/2015,Master's in GIT,8,0.0057,102.61,1
9/2015,Master's in GIT,7,0.0061,91.5,0
9/2015,Master's in GIT,7,0.0066,86.28,1
9/2015,Master's in GIT,8,0.0046,96.87,1
9/2015,Master's in GIT,12,0.0062,111.97,3
9/2015,Master's in GIT,12,0.0066,117.11,1
9/2015,Master's in GIT,11,0.0048,115.29,0
8/2015,Master's in GIT,8,0.0037,86.24,1
8/2015,Master's in GIT,7,0.012,89.8,1
8/2015,Master's in GIT,5,0.0044,73.23,0
8/2015,Master's in GIT,9,0.006,91.82,2
8/2015,Master's in GIT,9,0.0065,101.83,1
8/2015,Master's in GIT,12,0.0067,104.95,1
8/2015,Master's in GIT,11,0.004,116.54,0
8/2015,Master's in GIT,11,0.0043,116.32,0
8/2015,Master's in GIT,9,0.0051,85.26,0
8/2015,Master's in GIT,8,0.0057,93.81,0
8/2015,Master's in GIT,9,0.0047,96.34,2
8/2015,Master's in GIT,9,0.0031,94.35,1
8/2015,Master's in GIT,11,0.0068,108.33,1
8/2015,Master's in GIT,9,0.0044,107.45,1
8/2015,Master's in GIT,13,0.006,107.95,2
8/2015,Master's in GIT,9,0.0071,96.89,0
8/2015,Master's in GIT,9,0.0112,101.2,0
8/2015,Master's in GIT,11,0.0095,105.46,1
8/2015,Master's in GIT,10,0.0051,105.41,0
8/2015,Master's in GIT,11,0.0062,113.07,3
8/2015,Master's in GIT,11,0.0068,111.46,1
8/2015,Master's in GIT,12,0.0062,114.93,2
8/2015,Master's in GIT,10,0.0075,103.19,0
8/2015,Master's in GIT,7,0.0067,90.32,0
8/2015,Master's in GIT,8,0.0039,83.35,1
8/2015,Master's in GIT,10,0.0075,108.41,1
8/2015,Master's in GIT,7,0.0034,77.22,0
8/2015,Master's in GIT,10,0.0043,115.89,1
8/2015,Master's in GIT,7,0.003,83.38,0
8/2015,Master's in GIT,7,0.0057,84.61,2
8/2015,Master's in GIT,6,0.0056,64.67,0
7/2015,Master's in GIT,10,0.0068,95.33,0
7/2015,Master's in GIT,11,0.0061,118.57,0
7/2015,Master's in GIT,11,0.006,117.01,0
7/2015,Master's in GIT,9,0.0041,83.14,1
7/2015,Master's in GIT,11,0.0054,114.36,1
7/2015,Master's in GIT,7,0.0061,65.23,0
7/2015,Master's in GIT,3,0.0039,36.87,0
7/2015,Master's in GIT,9,0.0085,101.33,0
7/2015,Master's in GIT,10,0.0086,112.54,1
7/2015,Master's in GIT,10,0.0047,85.32,2
7/2015,Master's in GIT,9,0.0063,106.78,1
7/2015,Master's in GIT,9,0.0041,97.23,0
7/2015,Master's in GIT,9,0.0096,102.24,0
7/2015,Master's in GIT,7,0.0066,69.41,1
7/2015,Master's in GIT,8,0.008,99.97,1
7/2015,Master's in GIT,8,0.0047,69.45,0
7/2015,Master's in GIT,14,0.0069,101.91,0
7/2015,Master's in GIT,11,0.0035,114.22,0
7/2015,Master's in GIT,13,0.0048,116.39,2
7/2015,Master's in GIT,9,0.0051,103.27,0
7/2015,Master's in GIT,12,0.0084,100.39,0
7/2015,Master's in GIT,11,0.0039,118.68,0
7/2015,Master's in GIT,12,0.0058,108.54,1
9/2016,Master's of Arts in Teaching,2,0.0101,11.39,0
9/2016,Master's of Arts in Teaching,4,0.0188,26.68,1
9/2016,Master's of Arts in Teaching,2,0.0154,9.61,0
9/2016,Master's of Arts in Teaching,1,0.0106,5.73,0
9/2016,Master's of Arts in Teaching,4,0.0263,15.99,0
9/2016,Master's of Arts in Teaching,4,0.0205,18.86,1
9/2016,Master's of Arts in Teaching,2,0.0093,12.22,1
9/2016,Master's of Arts in Teaching,1,0.0043,4.98,1
9/2016,Master's of Arts in Teaching,2,0.0118,11.59,0
9/2016,Master's of Arts in Teaching,2,0.0171,11.08,1
9/2016,Master's of Arts in Teaching,1,0.0132,6.63,1
9/2016,Master's of Arts in Teaching,2,0.0121,6.41,0
9/2016,Master's of Arts in Teaching,1,0.0047,4.21,0
8/2016,Master's of Arts in Teaching,4,0.0198,18.44,1
8/2016,Master's of Arts in Teaching,1,0.004,3.5,0
8/2016,Master's of Arts in Teaching,5,0.0172,52.32,2
8/2016,Master's of Arts in Teaching,4,0.019,26.23,1
8/2016,Master's of Arts in Teaching,1,0.0054,11.37,0
8/2016,Master's of Arts in Teaching,7,0.0241,119.03,2
8/2016,Master's of Arts in Teaching,9,0.0337,115.85,3
8/2016,Master's of Arts in Teaching,8,0.0222,81.13,1
8/2016,Master's of Arts in Teaching,9,0.0303,114.94,2
8/2016,Master's of Arts in Teaching,8,0.0245,101.42,1
8/2016,Master's of Arts in Teaching,7,0.0273,102.97,0
8/2016,Master's of Arts in Teaching,5,0.0355,56.48,0
8/2016,Master's of Arts in Teaching,3,0.0124,33.15,0
8/2016,Master's of Arts in Teaching,7,0.0303,119.59,2
8/2016,Master's of Arts in Teaching,7,0.0233,99.94,1
8/2016,Master's of Arts in Teaching,3,0.0076,33.45,0
8/2016,Master's of Arts in Teaching,8,0.039,104.36,1
8/2016,Master's of Arts in Teaching,2,0.0192,16.99,1
8/2016,Master's of Arts in Teaching,5,0.0191,67.19,1
8/2016,Master's of Arts in Teaching,6,0.0274,97.39,2
8/2016,Master's of Arts in Teaching,6,0.0162,91.21,0
8/2016,Master's of Arts in Teaching,7,0.0383,101.27,0
8/2016,Master's of Arts in Teaching,7,0.0174,89.55,1
8/2016,Master's of Arts in Teaching,3,0.0153,42.65,1
8/2016,Master's of Arts in Teaching,2,0.0118,46.34,0
8/2016,Master's of Arts in Teaching,5,0.0162,48.47,0
8/2016,Master's of Arts in Teaching,7,0.0214,76.41,0
8/2016,Master's of Arts in Teaching,5,0.0153,66.61,1
8/2016,Master's of Arts in Teaching,8,0.0189,96.75,2
8/2016,Master's of Arts in Teaching,7,0.0162,90.21,1
7/2016,Master's of Arts in Teaching,4,0.0172,43.55,1
7/2016,Master's of Arts in Teaching,4,0.0278,51.54,1
7/2016,Master's of Arts in Teaching,7,0.0268,89.8,1
7/2016,Master's of Arts in Teaching,7,0.0201,99.36,1
7/2016,Master's of Arts in Teaching,3,0.01,36.76,0
7/2016,Master's of Arts in Teaching,6,0.0149,80.24,0
7/2016,Master's of Arts in Teaching,10,0.0234,100.75,1
7/2016,Master's of Arts in Teaching,5,0.0217,65.81,2
7/2016,Master's of Arts in Teaching,6,0.0359,95.49,0
7/2016,Master's of Arts in Teaching,10,0.0433,99.95,0
7/2016,Master's of Arts in Teaching,7,0.0219,91.87,0
7/2016,Master's of Arts in Teaching,8,0.0264,97.05,1
7/2016,Master's of Arts in Teaching,5,0.0125,63.6,0
7/2016,Master's of Arts in Teaching,7,0.0203,101.47,0
7/2016,Master's of Arts in Teaching,6,0.029,59.14,0
7/2016,Master's of Arts in Teaching,3,0.0195,39.48,0
7/2016,Master's of Arts in Teaching,6,0.0253,73.77,1
7/2016,Master's of Arts in Teaching,7,0.0192,72.45,3
7/2016,Master's of Arts in Teaching,5,0.0201,104.22,2
7/2016,Master's of Arts in Teaching,3,0.0086,28.74,0
7/2016,Master's of Arts in Teaching,8,0.0426,103.11,2
7/2016,Master's of Arts in Teaching,7,0.0335,83.14,1
7/2016,Master's of Arts in Teaching,6,0.0321,109.86,2
7/2016,Master's of Arts in Teaching,8,0.0449,94.85,2
7/2016,Master's of Arts in Teaching,4,0.0114,45.57,0
7/2016,Master's of Arts in Teaching,6,0.022,101,2
7/2016,Master's of Arts in Teaching,8,0.0323,99.32,0
7/2016,Master's of Arts in Teaching,6,0.0492,95.65,0
7/2016,Master's of Arts in Teaching,4,0.0317,56.41,0
7/2016,Master's of Arts in Teaching,2,0.0175,21.18,0
7/2016,Master's of Arts in Teaching,0,0,0,0
6/2016,Master's of Arts in Teaching,6,0.0219,75.79,2
6/2016,Master's of Arts in Teaching,7,0.0211,67.41,1
6/2016,Master's of Arts in Teaching,9,0.0272,156.48,1
6/2016,Master's of Arts in Teaching,4,0.0204,73.68,0
6/2016,Master's of Arts in Teaching,3,0.02,42.57,0
6/2016,Master's of Arts in Teaching,5,0.0228,55.77,0
6/2016,Master's of Arts in Teaching,5,0.0209,78.61,1
6/2016,Master's of Arts in Teaching,5,0.0169,55.96,2
6/2016,Master's of Arts in Teaching,2,0.0057,13.7,0
6/2016,Master's of Arts in Teaching,11,0.0272,129.55,1
6/2016,Master's of Arts in Teaching,5,0.0287,59.38,0
6/2016,Master's of Arts in Teaching,1,0.0093,8.19,0
6/2016,Master's of Arts in Teaching,6,0.0221,102.5,1
6/2016,Master's of Arts in Teaching,9,0.0259,128.23,1
6/2016,Master's of Arts in Teaching,8,0.0239,128.54,0
6/2016,Master's of Arts in Teaching,3,0.0078,44.77,1
6/2016,Master's of Arts in Teaching,9,0.0215,136.17,1
6/2016,Master's of Arts in Teaching,5,0.0242,86.01,1
6/2016,Master's of Arts in Teaching,5,0.0254,71.96,0
6/2016,Master's of Arts in Teaching,1,0.004,7.26,0
6/2016,Master's of Arts in Teaching,4,0.015,72.9,1
6/2016,Master's of Arts in Teaching,8,0.0233,143.92,1
6/2016,Master's of Arts in Teaching,12,0.0337,134.76,4
6/2016,Master's of Arts in Teaching,3,0.0098,36.52,0
6/2016,Master's of Arts in Teaching,9,0.0419,134.62,1
6/2016,Master's of Arts in Teaching,2,0.0132,19.76,0
6/2016,Master's of Arts in Teaching,3,0.0105,48.08,0
6/2016,Master's of Arts in Teaching,7,0.0272,107.4,0
6/2016,Master's of Arts in Teaching,1,0.0098,18.31,0
5/2016,Master's of Arts in Teaching,1,0.0244,6.68,0
5/2016,Master's of Arts in Teaching,1,0.1111,22.18,0
5/2016,Master's of Arts in Teaching,3,0.0207,42.61,0
5/2016,Master's of Arts in Teaching,2,0.0105,35.26,0
5/2016,Master's of Arts in Teaching,6,0.0199,93.82,1
5/2016,Master's of Arts in Teaching,1,0.0029,14.15,0
5/2016,Master's of Arts in Teaching,8,0.02,98.72,1
5/2016,Master's of Arts in Teaching,11,0.0364,143.42,4
5/2016,Master's of Arts in Teaching,5,0.0253,101.02,2
5/2016,Master's of Arts in Teaching,5,0.0292,70.72,2
5/2016,Master's of Arts in Teaching,3,0.0117,37.17,0
5/2016,Master's of Arts in Teaching,8,0.0259,131.45,1
5/2016,Master's of Arts in Teaching,8,0.0237,122.97,1
5/2016,Master's of Arts in Teaching,7,0.0196,83.21,0
5/2016,Master's of Arts in Teaching,8,0.0258,152.4,3
